	Unnamed: 0	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
10	10	1	1	162.0	509.0	183.0	2313	103277	101662	1615	258.0	258	[3, 2, 4, 1, 2, 4, 3, 1]	97773	10	[3, 2, 4, 1, 2, 4, 3, 1]	101404	B	235.0	128.0	107	214.0	0	184.0
11	11	1	1	119.0	385.0	232.0	2313	111927	110153	1774	326.0	326	[3, 2, 4, 1, 2, 4, 3, 1]	106296	30	[3, 2, 4, 1, 2, 4, 3, 1]	109827	B	188.0	200.0	107	352.0	0	298.0
12	12	1	1	60.0	219.0	173.0	1624	120450	119154	1296	274.0	274	[4, 3, 1, 4, 2, 3, 1, 2]	115248	5	[4, 3, 1, 4, 2, 3, 1, 2]	118880	A	297.0	247.0	107	164.0	0	136.0
13	13	0	1		271.0	214.0	1624	129624	127778	1275	282.0	282	[4, 3, 1, 4, 2, 3, 1]	123864	10	[4, 3, 1, 4, 2, 3, 1, 2]	127496	A	288.0	220.0	107	152.0	1	130.0
14	14	1	1	140.0	458.0	184.0	2313	139079	137434	1645	310.0	310	[3, 2, 4, 1, 2, 4, 3, 1]	132993	30	[3, 2, 4, 1, 2, 4, 3, 1]	137124	B	227.0	188.0	107	252.0	0	196.0
15	15	0	1		363.0	189.0	1624	150957	149096	1209	266.0	266	[4, 3, 1, 4, 2, 3, 1]	144499	30	[4, 3, 1, 4, 2, 3, 1, 2]	148830	A	190.0	183.0	107	180.0	1	104.0
16	16	1	1	159.0	365.0	202.0	2313	160883	159325	1558	264.0	264	[3, 2, 4, 1, 2, 4, 3, 1]	154631	10	[3, 2, 4, 1, 2, 4, 3, 1]	159061	B	188.0	226.0	107	256.0	0	162.0
17	17	1	1	157.0	354.0	175.0	2313	169184	167644	1540	309.0	309	[3, 2, 4, 1, 2, 4, 3, 1]	163805	10	[3, 2, 4, 1, 2, 4, 3, 1]	167335	B	179.0	268.0	107	239.0	0	168.0
18	18	1	1	166.0	228.0	214.0	2313	177877	176284	1593	250.0	250	[3, 2, 4, 1, 2, 4, 3, 1]	172002	5	[3, 2, 4, 1, 2, 4, 3, 1]	176034	B	233.0	214.0	107	288.0	0	250.0
19	19	1	1	58.0	249.0	217.0	1624	186627	185298	1329	269.0	269	[4, 3, 1, 4, 2, 3, 1, 2]	180998	5	[4, 3, 1, 4, 2, 3, 1, 2]	185029	A	281.0	253.0	107	161.0	0	110.0
20	20	0	1		227.0	186.0	1624	196600	194750	1215	277.0	277	[4, 3, 1, 4, 2, 3, 1]	190342	10	[4, 3, 1, 4, 2, 3, 1, 2]	194473	A	185.0	208.0	107	212.0	1	197.0
21	21	1	1	98.0	261.0	174.0	1624	205966	204651	1315	263.0	263	[4, 3, 1, 4, 2, 3, 1, 2]	199457	30	[4, 3, 1, 4, 2, 3, 1, 2]	204388	A	248.0	247.0	107	185.0	0	102.0
22	22	1	1	146.0	307.0	186.0	2313	215261	213789	1472	280.0	280	[3, 2, 4, 1, 2, 4, 3, 1]	209877	10	[3, 2, 4, 1, 2, 4, 3, 1]	213509	B	188.0	251.0	107	210.0	0	184.0
23	23	1	1	90.0	183.0	173.0	1624	224373	223221	1152	303.0	303	[4, 3, 1, 4, 2, 3, 1, 2]	219387	10	[4, 3, 1, 4, 2, 3, 1, 2]	222918	A	213.0	213.0	107	188.0	0	92.0
24	24	1	1	169.0	273.0	190.0	2313	233801	232175	1626	256.0	256	[3, 2, 4, 1, 2, 4, 3, 1]	227787	5	[3, 2, 4, 1, 2, 4, 3, 1]	231919	B	274.0	308.0	107	243.0	0	169.0
25	25	1	1	221.0	185.0	196.0	1624	242740	241448	1292	288.0	288	[4, 3, 1, 4, 2, 3, 1, 2]	236828	5	[4, 3, 1, 4, 2, 3, 1, 2]	241160	A	193.0	211.0	107	167.0	0	119.0
26	26	1	1	137.0	433.0	194.0	2313	253228	251581	1647	303.0	303	[3, 2, 4, 1, 2, 4, 3, 1]	247747	10	[3, 2, 4, 1, 2, 4, 3, 1]	251278	B	197.0	195.0	107	293.0	0	198.0
27	27	1	1	184.0	191.0	151.0	1624	261307	260047	1260	263.0	263	[4, 3, 1, 4, 2, 3, 1, 2]	255953	30	[4, 3, 1, 4, 2, 3, 1, 2]	259784	A	164.0	264.0	107	189.0	0	117.0
28	28	0	1		253.0	222.0	1624	271078	269211	1182	260.0	260	[4, 3, 1, 4, 2, 3, 1]	264719	10	[4, 3, 1, 4, 2, 3, 1, 2]	268951	A	196.0	241.0	107	168.0	1	102.0
29	29	1	1	161.0	306.0	169.0	2313	279515	277929	1586	247.0	247	[3, 2, 4, 1, 2, 4, 3, 1]	274151	30	[3, 2, 4, 1, 2, 4, 3, 1]	277682	B	259.0	246.0	107	256.0	0	189.0
0	0	0	2		245.0	231.0	1624	11691	9839	1162	275.0	275	[4, 3, 1, 4, 2, 3]	4732	5	[4, 3, 1, 4, 2, 3, 1, 2]	9564	A		211.0	107	299.0	1	176.0
1	1	0	2		263.0	354.0	1624	20916	19091	1193	302.0	302	[4, 3, 1, 4, 2, 3]	15058	5	[4, 3, 1, 4, 2, 3, 1, 2]	18789	A		180.0	107	260.0	1	136.0
2	2	1	2	147.0	397.0	183.0	2313	31162	29599	1563	280.0	280	[3, 2, 4, 1, 2, 4, 3, 1]	25487	5	[3, 2, 4, 1, 2, 4, 3, 1]	29319	B	171.0	177.0	107	300.0	0	188.0
3	3	1	2	151.0	155.0	175.0	1624	39121	37887	1234	274.0	274	[4, 3, 1, 4, 2, 3, 1, 2]	33982	30	[4, 3, 1, 4, 2, 3, 1, 2]	37613	A	201.0	259.0	107	157.0	0	136.0
4	4	1	2	112.0	135.0	164.0	1624	47791	46727	1064	260.0	260	[4, 3, 1, 4, 2, 3, 1, 2]	42536	10	[4, 3, 1, 4, 2, 3, 1, 2]	46467	A	171.0	217.0	107	166.0	0	99.0
5	5	1	2	117.0	144.0	170.0	1624	58166	57101	1065	269.0	269	[4, 3, 1, 4, 2, 3, 1, 2]	52101	30	[4, 3, 1, 4, 2, 3, 1, 2]	56832	A	166.0	162.0	107	154.0	0	152.0
6	6	0	2		183.0	193.0	2313	68127	66014	1607	304.0	304	[3, 2, 4, 1, 2, 4, 2]	61679	5	[3, 2, 4, 1, 2, 4, 3, 1]	65710	B		461.0	107	204.0	0	185.0
7	7	0	2		190.0	149.0	1624	77469	75605	921	265.0	265	[4, 3, 1, 4, 2, 3]	70608	5	[4, 3, 1, 4, 2, 3, 1, 2]	75340	A		291.0	107	164.0	1	127.0
8	8	0	2			253.0	2313	86313	84751	1054	385.0	385	[3, 2, 4, 1, 4]	80836	30	[3, 2, 4, 1, 2, 4, 3, 1]	84366	B			107	299.0	0	252.0
9	9	0	2		368.0	342.0	1624	94355	92486	1345	258.0	258	[4, 3, 1, 4, 2, 3, 1]	88597	30	[4, 3, 1, 4, 2, 3, 1, 2]	92228	A	180.0	150.0	107	218.0	1	87.0
10	10	1	2	129.0	581.0	147.0	2313	104237	102551	1686	292.0	292	[3, 2, 4, 1, 2, 4, 3, 1]	98427	10	[3, 2, 4, 1, 2, 4, 3, 1]	102259	B	170.0	193.0	107	187.0	0	279.0
11	11	1	2	119.0	166.0	163.0	1624	115052	113976	1076	289.0	289	[4, 3, 1, 4, 2, 3, 1, 2]	109156	10	[4, 3, 1, 4, 2, 3, 1, 2]	113687	A	152.0	199.0	107	178.0	0	99.0
12	12	1	2	160.0	515.0	175.0	2313	124455	122796	1659	306.0	306	[3, 2, 4, 1, 2, 4, 3, 1]	118858	10	[3, 2, 4, 1, 2, 4, 3, 1]	122490	B	160.0	198.0	107	217.0	0	234.0
13	13	0	2				2313	131905	131077	323	266.0	266	[3, 2, 3]	127279	5	[3, 2, 4, 1, 2, 4, 3, 1]	130811	B			107		0	135.0
14	14	0	2		195.0	127.0	1624	139945	138143	1026	325.0	325	[4, 3, 1, 4, 2, 3, 1]	134087	5	[4, 3, 1, 4, 2, 3, 1, 2]	137818	A	135.0	200.0	107	208.0	1	161.0
15	15	1	2	142.0	436.0	172.0	2313	148705	147116	1589	269.0	269	[3, 2, 4, 1, 2, 4, 3, 1]	142916	10	[3, 2, 4, 1, 2, 4, 3, 1]	146847	B	242.0	209.0	107	240.0	0	148.0
16	16	0	2				2313	157614	156775	333	320.0	320	[3, 2, 3]	152523	5	[3, 2, 4, 1, 2, 4, 3, 1]	156455	B			107		0	148.0
17	17	0	2		185.0	167.0	1624	166052	164165	1342	240.0	240	[4, 3, 1, 4, 2, 3, 1]	159994	5	[4, 3, 1, 4, 2, 3, 1, 2]	163925	A	393.0	320.0	107	176.0	1	101.0
18	18	1	2	162.0	199.0	135.0	2313	174554	172931	1623	275.0	275	[3, 2, 4, 1, 2, 4, 3, 1]	169025	30	[3, 2, 4, 1, 2, 4, 3, 1]	172656	B	229.0	479.0	107	235.0	0	184.0
19	19	1	2	175.0	254.0	170.0	1624	183633	182388	1245	283.0	283	[4, 3, 1, 4, 2, 3, 1, 2]	177774	30	[4, 3, 1, 4, 2, 3, 1, 2]	182105	A	151.0	188.0	107	185.0	0	122.0
20	20	1	2	153.0	359.0	280.0	2313	192614	191059	1555	280.0	280	[3, 2, 4, 1, 2, 4, 3, 1]	187149	10	[3, 2, 4, 1, 2, 4, 3, 1]	190779	B	215.0	148.0	107	197.0	0	203.0
21	21	0	2		218.0	147.0	1624	201493	199694	1132	328.0	328	[4, 3, 1, 4, 2, 3, 1]	195835	10	[4, 3, 1, 4, 2, 3, 1, 2]	199366	A	186.0	266.0	107	192.0	1	123.0
22	22	1	2	122.0	419.0	203.0	2313	210553	208851	1702	255.0	255	[3, 2, 4, 1, 2, 4, 3, 1]	204565	30	[3, 2, 4, 1, 2, 4, 3, 1]	208596	B	176.0	231.0	107	228.0	0	323.0
23	23	1	2	135.0	300.0	189.0	2313	220474	218798	1676	293.0	293	[3, 2, 4, 1, 2, 4, 3, 1]	214274	10	[3, 2, 4, 1, 2, 4, 3, 1]	218505	B	214.0	184.0	107	232.0	0	422.0
24	24	1	2	181.0	216.0	166.0	1624	229532	228267	1265	240.0	240	[4, 3, 1, 4, 2, 3, 1, 2]	223597	10	[4, 3, 1, 4, 2, 3, 1, 2]	228027	A	152.0	221.0	107	185.0	0	144.0
25	25	1	2	155.0	183.0	184.0	1624	239508	238266	1242	292.0	292	[4, 3, 1, 4, 2, 3, 1, 2]	233743	10	[4, 3, 1, 4, 2, 3, 1, 2]	237974	A	150.0	251.0	107	185.0	0	134.0
26	26	0	2			167.0	2313	248961	247514	942	362.0	362	[3, 2, 4, 1, 4]	243420	5	[3, 2, 4, 1, 2, 4, 3, 1]	247152	B			107	259.0	0	197.0
27	27	0	2		400.0	172.0	2313	257592	255321	1766	350.0	350	[3, 2, 4, 1, 2, 4, 3, 2]	251440	30	[3, 2, 4, 1, 2, 4, 3, 1]	254971	B	254.0	234.0	107	276.0	0	246.0
28	28	0	2		274.0	283.0	2313	266922	264376	1759	270.0	270	[3, 2, 4, 1, 2, 4, 3]	260175	30	[3, 2, 4, 1, 2, 4, 3, 1]	264106	B	359.0	322.0	107	256.0	1	265.0
29	29	0	2		241.0	295.0	1624	276065	274222	1173	287.0	287	[4, 3, 1, 4, 2, 3]	270104	30	[4, 3, 1, 4, 2, 3, 1, 2]	273935	A		145.0	107	464.0	1	28.0
30	30	1	3	135.0	343.0	315.0	2313	11394	9621	1773	263.0	263	[3, 2, 4, 1, 2, 4, 3, 1]	5027	30	[3, 2, 4, 1, 2, 4, 3, 1]	9358	B	244.0	234.0	107	234.0	0	268.0
31	31	1	3	169.0	336.0	273.0	2313	20279	18538	1741	289.0	289	[3, 2, 4, 1, 2, 4, 3, 1]	14617	5	[3, 2, 4, 1, 2, 4, 3, 1]	18249	B	281.0	230.0	107	181.0	0	271.0
32	32	1	3	186.0	318.0	188.0	2313	28834	27209	1625	274.0	274	[3, 2, 4, 1, 2, 4, 3, 1]	23205	30	[3, 2, 4, 1, 2, 4, 3, 1]	26935	B	274.0	242.0	107	229.0	0	188.0
33	33	1	3	164.0	311.0	203.0	2313	38097	36545	1552	259.0	259	[3, 2, 4, 1, 2, 4, 3, 1]	31955	10	[3, 2, 4, 1, 2, 4, 3, 1]	36286	B	222.0	207.0	107	212.0	0	233.0
34	34	1	3	155.0	377.0	208.0	2313	46796	45099	1697	354.0	354	[3, 2, 4, 1, 2, 4, 3, 1]	41115	5	[3, 2, 4, 1, 2, 4, 3, 1]	44745	B	225.0	234.0	107	248.0	0	250.0
35	35	1	3	156.0	272.0	197.0	1624	55444	54211	1233	260.0	260	[4, 3, 1, 4, 2, 3, 1, 2]	49620	5	[4, 3, 1, 4, 2, 3, 1, 2]	53951	A	151.0	178.0	107	170.0	0	109.0
36	36	0	3		212.0	233.0	1624	64811	62942	1281	258.0	258	[4, 3, 1, 4, 2, 3, 1]	59053	30	[4, 3, 1, 4, 2, 3, 1, 2]	62684	A	217.0	244.0	107	242.0	1	133.0
37	37	1	3	176.0	392.0	160.0	2313	74297	72674	1623	257.0	257	[3, 2, 4, 1, 2, 4, 3, 1]	68485	30	[3, 2, 4, 1, 2, 4, 3, 1]	72417	B	204.0	219.0	107	256.0	0	216.0
38	38	1	3	132.0	173.0	193.0	1624	82187	81150	1037	300.0	300	[4, 3, 1, 4, 2, 3, 1, 2]	77019	10	[4, 3, 1, 4, 2, 3, 1, 2]	80850	A	158.0	173.0	107	142.0	0	66.0
39	39	1	3	112.0	180.0	153.0	1624	92988	91936	1052	307.0	307	[4, 3, 1, 4, 2, 3, 1, 2]	85898	30	[4, 3, 1, 4, 2, 3, 1, 2]	91629	A	153.0	155.0	107	162.0	0	137.0
40	40	1	3	160.0	476.0	169.0	2313	101920	100447	1473	320.0	320	[3, 2, 4, 1, 2, 4, 3, 1]	96496	10	[3, 2, 4, 1, 2, 4, 3, 1]	100127	B	151.0	144.0	107	197.0	0	176.0
41	41	1	3	145.0	262.0	149.0	2313	111196	109625	1571	253.0	253	[3, 2, 4, 1, 2, 4, 3, 1]	105541	30	[3, 2, 4, 1, 2, 4, 3, 1]	109372	B	141.0	547.0	107	196.0	0	131.0
42	42	1	3	153.0	393.0	145.0	2313	120398	118842	1556	389.0	389	[3, 2, 4, 1, 2, 4, 3, 1]	114022	10	[3, 2, 4, 1, 2, 4, 3, 1]	118453	B	293.0	223.0	107	200.0	0	149.0
43	43	1	3	57.0	152.0	187.0	1624	128636	127669	967	318.0	318	[4, 3, 1, 4, 2, 3, 1, 2]	123720	10	[4, 3, 1, 4, 2, 3, 1, 2]	127351	A	170.0	153.0	107	179.0	0	69.0
44	44	1	3	92.0	409.0	120.0	1624	139115	137843	1272	262.0	262	[4, 3, 1, 4, 2, 3, 1, 2]	132750	10	[4, 3, 1, 4, 2, 3, 1, 2]	137581	A	151.0	127.0	107	248.0	0	125.0
45	45	1	3	19.0	178.0	140.0	1624	148883	147951	932	295.0	295	[4, 3, 1, 4, 2, 3, 1, 2]	144024	5	[4, 3, 1, 4, 2, 3, 1, 2]	147656	A	170.0	134.0	107	211.0	0	80.0
46	46	1	3	4.0	143.0	180.0	1624	158046	157137	909	305.0	305	[4, 3, 1, 4, 2, 3, 1, 2]	152600	5	[4, 3, 1, 4, 2, 3, 1, 2]	156832	A	144.0	151.0	107	200.0	0	87.0
47	47	1	3	151.0	484.0	186.0	2313	168002	166384	1618	292.0	292	[3, 2, 4, 1, 2, 4, 3, 1]	162260	5	[3, 2, 4, 1, 2, 4, 3, 1]	166092	B	151.0	177.0	107	256.0	0	213.0
48	48	1	3	88.0	171.0	152.0	1624	176689	175701	988	247.0	247	[4, 3, 1, 4, 2, 3, 1, 2]	171123	30	[4, 3, 1, 4, 2, 3, 1, 2]	175454	A	150.0	140.0	107	153.0	0	134.0
49	49	0	3		163.0	164.0	1624	186241	184699	1037	270.0	270	[4, 3, 1, 4, 2, 3, 3]	180798	30	[4, 3, 1, 4, 2, 3, 1, 2]	184429	A		166.0	107	154.0	0	88.0
50	50	1	3	153.0	505.0	179.0	2313	196784	195220	1564	276.0	276	[3, 2, 4, 1, 2, 4, 3, 1]	190112	10	[3, 2, 4, 1, 2, 4, 3, 1]	194944	B	144.0	190.0	107	227.0	0	166.0
51	51	1	3	159.0	382.0	158.0	2313	205310	203718	1592	280.0	280	[3, 2, 4, 1, 2, 4, 3, 1]	199806	5	[3, 2, 4, 1, 2, 4, 3, 1]	203438	B	206.0	187.0	107	281.0	0	219.0
52	52	1	3	118.0	150.0	175.0	1624	214601	213559	1042	294.0	294	[4, 3, 1, 4, 2, 3, 1, 2]	208935	10	[4, 3, 1, 4, 2, 3, 1, 2]	213265	A	153.0	167.0	107	167.0	0	112.0
53	53	1	3	118.0	165.0	181.0	1624	223189	222114	1075	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	218013	10	[4, 3, 1, 4, 2, 3, 1, 2]	221745	A	172.0	173.0	107	183.0	0	83.0
54	54	1	3	124.0	262.0	204.0	1624	232044	230799	1245	264.0	264	[4, 3, 1, 4, 2, 3, 1, 2]	226603	5	[4, 3, 1, 4, 2, 3, 1, 2]	230535	A	165.0	222.0	107	168.0	0	100.0
55	55	1	3	175.0	407.0	142.0	2313	241045	239385	1660	297.0	297	[3, 2, 4, 1, 2, 4, 3, 1]	235456	5	[3, 2, 4, 1, 2, 4, 3, 1]	239088	B	313.0	192.0	107	232.0	0	199.0
56	56	0	3		700.0	131.0	2313	250058	247856	1696	256.0	256	[3, 2, 4, 1, 2, 4, 2]	243768	30	[3, 2, 4, 1, 2, 4, 3, 1]	247600	B		177.0	107	267.0	0	217.0
57	57	1	3	171.0	367.0	157.0	2313	258509	256904	1605	229.0	229	[3, 2, 4, 1, 2, 4, 3, 1]	252544	10	[3, 2, 4, 1, 2, 4, 3, 1]	256675	B	296.0	208.0	107	231.0	0	175.0
58	58	0	3		166.0	146.0	1624	267734	266204	1025	240.0	240	[4, 3, 1, 4, 2, 3, 2]	261333	5	[4, 3, 1, 4, 2, 3, 1, 2]	265964	A		178.0	107	187.0	0	133.0
59	59	0	3		313.0	206.0	1624	276772	274936	1170	294.0	294	[4, 3, 1, 4, 2, 3, 1]	270911	30	[4, 3, 1, 4, 2, 3, 1, 2]	274642	A	184.0	149.0	107	228.0	1	90.0
0	0	0	4		222.0	280.0	1624	11092	9280	1245	315.0	315	[4, 3, 1, 4, 2, 3, 1]	5234	30	[4, 3, 1, 4, 2, 3, 1, 2]	8965	A	179.0	167.0	107	311.0	1	86.0
1	1	1	4	136.0	371.0	189.0	2313	21675	20074	1601	279.0	279	[3, 2, 4, 1, 2, 4, 3, 1]	15663	5	[3, 2, 4, 1, 2, 4, 3, 1]	19795	B	233.0	236.0	107	220.0	0	216.0
2	2	1	4	121.0	141.0	182.0	1624	30246	29216	1030	290.0	290	[4, 3, 1, 4, 2, 3, 1, 2]	24795	10	[4, 3, 1, 4, 2, 3, 1, 2]	28926	A	145.0	182.0	107	179.0	0	80.0
3	3	0	4		130.0	194.0	1624	40974	39439	1029	245.0	245	[4, 3, 1, 4, 2, 3, 2]	34363	10	[4, 3, 1, 4, 2, 3, 1, 2]	39194	A		169.0	107	147.0	0	121.0
4	4	1	4	153.0	255.0	169.0	2313	49717	48187	1530	309.0	309	[3, 2, 4, 1, 2, 4, 3, 1]	44147	30	[3, 2, 4, 1, 2, 4, 3, 1]	47878	B	183.0	352.0	107	245.0	0	173.0
5	5	1	4	127.0	299.0	158.0	2313	58760	57339	1421	272.0	272	[3, 2, 4, 1, 2, 4, 3, 1]	53335	5	[3, 2, 4, 1, 2, 4, 3, 1]	57067	B	206.0	238.0	107	203.0	0	190.0
6	6	1	4	146.0	346.0	144.0	2313	67583	66161	1422	242.0	242	[3, 2, 4, 1, 2, 4, 3, 1]	61789	10	[3, 2, 4, 1, 2, 4, 3, 1]	65919	B	208.0	204.0	107	226.0	0	148.0
7	7	1	4	13.0	181.0	158.0	1624	75172	74215	957	380.0	380	[4, 3, 1, 4, 2, 3, 1, 2]	70303	5	[4, 3, 1, 4, 2, 3, 1, 2]	73835	A	181.0	142.0	107	174.0	0	108.0
8	8	1	4	481.0	113.0	162.0	1624	84203	82884	1319	268.0	268	[4, 3, 1, 4, 2, 3, 1, 2]	78785	30	[4, 3, 1, 4, 2, 3, 1, 2]	82616	A	154.0	182.0	107	149.0	0	78.0
9	9	1	4	151.0	168.0	171.0	2313	93473	92160	1313	312.0	312	[3, 2, 4, 1, 2, 4, 3, 1]	88117	10	[3, 2, 4, 1, 2, 4, 3, 1]	91848	B	159.0	322.0	107	164.0	0	178.0
10	10	1	4	191.0	141.0	124.0	2313	102497	101025	1472	296.0	296	[3, 2, 4, 1, 2, 4, 3, 1]	97198	10	[3, 2, 4, 1, 2, 4, 3, 1]	100729	B	248.0	400.0	107	216.0	0	152.0
11	11	0	4		484.0	176.0	1624	112175	110368	1207	323.0	323	[4, 3, 1, 4, 2, 3, 1]	106014	10	[4, 3, 1, 4, 2, 3, 1, 2]	110045	A	194.0	114.0	107	139.0	1	100.0
12	12	0	4				2313	120063	119197	361	323.0	323	[3, 2, 3]	115143	5	[3, 2, 4, 1, 2, 4, 3, 1]	118874	B			107		0	132.0
13	13	0	4		438.0	227.0	1624	128403	126571	1287	295.0	295	[4, 3, 1, 4, 2, 3, 1]	122445	30	[4, 3, 1, 4, 2, 3, 1, 2]	126276	A	197.0	124.0	107	202.0	1	99.0
14	14	1	4	135.0	299.0	180.0	2313	138518	136979	1539	274.0	274	[3, 2, 4, 1, 2, 4, 3, 1]	132374	30	[3, 2, 4, 1, 2, 4, 3, 1]	136705	B	218.0	225.0	107	271.0	0	211.0
15	15	0	4		140.0	193.0	2313	147604	145743	1356	373.0	373	[3, 2, 4, 1, 2, 4, 1]	141838	10	[3, 2, 4, 1, 2, 4, 3, 1]	145370	B		418.0	107	194.0	0	199.0
16	16	1	4	147.0	256.0	249.0	2313	157613	155999	1614	283.0	283	[3, 2, 4, 1, 2, 4, 3, 1]	150385	30	[3, 2, 4, 1, 2, 4, 3, 1]	155716	B	251.0	276.0	107	182.0	0	253.0
17	17	0	4		427.0	170.0	1624	166592	164747	1301	283.0	283	[4, 3, 1, 4, 2, 3, 1]	160432	30	[4, 3, 1, 4, 2, 3, 1, 2]	164464	A	187.0	159.0	107	204.0	1	154.0
18	18	1	4	110.0	165.0	169.0	1624	174360	173332	1028	342.0	342	[4, 3, 1, 4, 2, 3, 1, 2]	169458	5	[4, 3, 1, 4, 2, 3, 1, 2]	172990	A	153.0	158.0	107	198.0	0	75.0
19	19	1	4	67.0	174.0	157.0	1624	184065	183085	980	283.0	283	[4, 3, 1, 4, 2, 3, 1, 2]	177871	5	[4, 3, 1, 4, 2, 3, 1, 2]	182802	A	154.0	190.0	107	160.0	0	78.0
20	20	0	4		246.0	167.0	1624	193136	191441	995	435.0	435	[4, 3, 1, 4, 2, 3, 1]	187474	30	[4, 3, 1, 4, 2, 3, 1, 2]	191006	A	161.0	178.0	107	183.0	1	60.0
21	21	1	4	100.0	255.0	203.0	1624	201064	199896	1168	258.0	258	[4, 3, 1, 4, 2, 3, 1, 2]	196105	10	[4, 3, 1, 4, 2, 3, 1, 2]	199638	A	171.0	229.0	107	118.0	0	92.0
22	22	1	4	154.0	364.0	184.0	2313	210851	209386	1465	281.0	281	[3, 2, 4, 1, 2, 4, 3, 1]	205273	30	[3, 2, 4, 1, 2, 4, 3, 1]	209105	B	188.0	183.0	107	240.0	0	152.0
23	23	1	4	91.0	154.0	180.0	1624	219313	218324	989	315.0	315	[4, 3, 1, 4, 2, 3, 1, 2]	214378	5	[4, 3, 1, 4, 2, 3, 1, 2]	218009	A	156.0	161.0	107	144.0	0	103.0
24	24	1	4	84.0	155.0	207.0	1624	228516	227421	1095	267.0	267	[4, 3, 1, 4, 2, 3, 1, 2]	223323	10	[4, 3, 1, 4, 2, 3, 1, 2]	227154	A	181.0	160.0	107	167.0	0	141.0
25	25	0	4		142.0	157.0	2313	238509	236476	1528	319.0	319	[3, 2, 4, 1, 2, 4, 3, 2]	232426	30	[3, 2, 4, 1, 2, 4, 3, 1]	236157	B	246.0	473.0	107	188.0	0	145.0
26	26	1	4	144.0	405.0	171.0	2313	246952	245389	1563	270.0	270	[3, 2, 4, 1, 2, 4, 3, 1]	240687	5	[3, 2, 4, 1, 2, 4, 3, 1]	245119	B	206.0	243.0	107	208.0	0	186.0
27	27	1	4	178.0	420.0	225.0	2313	256178	254559	1619	350.0	350	[3, 2, 4, 1, 2, 4, 3, 1]	250577	5	[3, 2, 4, 1, 2, 4, 3, 1]	254209	B	217.0	188.0	107	219.0	0	172.0
28	28	0	4		53.0	209.0	2313	266238	264305	1427	270.0	270	[3, 2, 4, 1, 2, 4, 1]	259504	10	[3, 2, 4, 1, 2, 4, 3, 1]	264035	B		619.0	107	196.0	0	143.0
29	29	1	4	9.0	179.0	158.0	1624	273891	272956	935	304.0	304	[4, 3, 1, 4, 2, 3, 1, 2]	268621	5	[4, 3, 1, 4, 2, 3, 1, 2]	272652	A	162.0	140.0	107	185.0	0	102.0
